"whichScene","hierarchy","duration","place","time","location","start_time","end_time","vid_duration","howManyShots","arousal_mean","number_people","duration_ratio","start_time_buffer","end_time_buffer","vid_duration_buffer","frame_position","Jumps","characterChanges","start_seconds","end_seconds","speech","word_count","bright_mean","bright_sd","normdiff"
31,"Shot",4,"GRANDMA'S TRAILER","DAY","EXT","00:18:30:07","00:18:43:21",339,1,"-0.615",2,"28.25","00:18:30:11","00:18:43:17",331,27761,-108843,0,1110.44,1123.68,"Jenny braucht nie mehr in das Haus zurück zu gehen. Von da an wohnte sie bei ihrere Großmutter gleich drüben, an der Creekmore Avenue. Das hat mich sehr glücklich gemacht.",30,55.6458333333333,5.31342460759594,0.35101
32,"Shot",4,"GUMP HOUSE","NIGHT","EXT","00:18:43:21","00:18:55:19",298,1,"-0.445",2,"24.83333333","00:18:44:00","00:18:55:15",290,28100,339,0,1124,1135.6,"Machmal schlich Jenny sich nachts heimlich davon und kam rüber zu mir. Wovor sie Angst hatte,... ",16,26.4583333333333,1.68156222458508,0.188131363636364
129,"Shot",4,"BAYOU LA BATRE / ON THE BOAT","NIGHT","EXT","01:20:00:20","01:20:18:24",454,1,"-0.78",2,"37.83333333","01:20:00:24","01:20:18:20",446,120024,91924,0,4800.96,4818.8,"Ich hab' die ganze Zeit immer an Jenny gedacht. ",9,19.4791666666667,11.5071412280559,0.339646636363636
127,"Shot",4,"APARTMENT / BATHROOM","NIGHT","INT","01:18:57:10","01:19:02:12",127,1,"0.11",1,"10.58333333","01:18:57:14","01:19:02:08",119,118439,-1585,0,4737.56,4742.32,"",0,34.1875,8.79832434976322,0.35101
8,"Shot",4,"SCHOOL HALLWAY","DAY","INT","00:07:27:20","00:07:42:12",367,1,"-0.67",1,"30.58333333","00:07:27:24","00:07:42:08",359,11199,-107240,0,447.96,462.32," Ich möchte Ihnen mal etwas zeigen. Misses Gump Also das hier... ...ist normal.",14,71.8958333333333,7.20752316343938,0.268939272727273
109,"Shot",4,"NEW YORK BAR","NIGHT","INT","01:10:13:07","01:11:50:05",2423,1,"-0.4725",4,"201.9166667","01:10:13:11","01:11:50:01",2415,105336,94137,0,4213.44,4310.04," ...Astor Hotel stand Shrimpkutter Shrimpkutter? Wen interessieren denn Shrimpkutter verdammt nochmal? Ich habs Bubba versprochen. Ich hab gesagt, wenn der Krieg vorbei ist, werden wir Partner. Er wird Kapitän auf dem Kutter und ich sein erster Offizier. Aber jetzt ist er tot und das bedeutet ich werde der Kapitän. ###Ein### Shrimpkutterkapitän? Ja, Sir Ein Versprechen ist ein Versprechen. Lt. Dan huahahahahahaha Hey Hört euch das an! hahaha Private Gump wird in kürze Shrimpkutterkapitän. haha Ich sag dir was. Robinson hahaha Okay Wieso schimpfst du denn schon wieder? öhöhöha Wer ist denn dein Freund? Mein Name ist Forrest, Forrest Gump. ehehehe Das ist die geile Carla. eeeha ehehehahaha Wo bist du gewesen, Babykeks? Hab dich ja ewig nicht gesehen. Tommy hat ne Hausrunde geschmissen und jedem ein Truthahnsandwich geschenkt. Naja, naja, was soll ich sagen? Ich hatte Besuch. Hey, hey Wir waren, da sind wir gewesen, das ist der Times Square. Findest du Silvester auch so schön? Du fängst wieder von vorn an. Jeder kriegt eine neue Chance. Es war komisch. ",171,18.25,5.18082127571576,0.382575909090909
177,"Shot",4,"STREET WITH HOUSES IN THE BACKGROUND","DAY","EXT","01:39:00:20","01:39:05:07",112,1,"0.03",2,"9.333333333","01:39:00:24","01:39:05:03",104,148524,43188,0,5940.96,5945.12,"Sie sinds? ",2,94.2708333333333,7.87578158699571,0.200757454545455
174,"Shot",12,"CAFE","DAY","INT","01:38:29:02","01:38:42:13",336,1,"-0.11",1,"9.333333333","01:38:29:06","01:38:42:09",328,147731,NA,0,5909.24,5922.36,"Zum vierten mal auf seinem Weg durch Amerika will Forrest Gump, ein Gärtner aus Greenbow Alabama im heutigen Tag den Mississippi überqueren. Ich werd verrückt. Forrest",26,61.6388888888889,5.79144826583757,0.188888885714286
101,"Shot",12,"VETERANS HOSPITAL","DAY","INT","01:05:12:00","01:05:38:15",665,1,"-0.39",2,"18.47222222","01:05:12:04","01:05:38:11",657,97804,-49927,0,3912.16,3938.44,"That's one small step for man, One giant leap for mankind. ",11,43.5833333333333,9.37530951870009,0.368650771428571
64,"Shot",12,"VIETNAM MILITARY BASE","DAY","EXT","00:36:57:21","00:37:37:00",979,1,"-0.443333333",3,"27.19444444","00:36:58:00","00:37:36:21",971,55450,-42354,0,2218,2256.84,"Ihr seid die beiden Neuen, hu? Guten Morgen, Sir Hey! Hände runter, ja? Salutiert nicht vor mir, es wimmelt hier nur so von beschissenen Scharfschützen, die gerne Offiziere abknallen. Ich bin Lieutenant Dan Taylor. Willkommen im vierten Platoon Was is'n mit deiner Lippe? Naja gut, zieh sie lieber ein. Wo kommt ihr zwei denn her? Alabama, Sir. pfff ha Seid ihr Zwillinge?",62,72.8819444444444,8.19287279789816,0.291269885714286
154,"Shot",12,"GUMP HOUSE","NIGHT","INT","01:30:30:05","01:30:46:03",398,1,"-0.275",2,"11.05555556","01:30:30:09","01:30:45:24",390,135759,80309,0,5430.36,5445.96," Denn sie ging ins Bett und schlief und schlief. Als ob sie seit Jahren nicht geschlafen hätte. ",18,81.3958333333333,4.50966224582602,0.148809485714286
141,"Shot",12,"SAVANNAH","DAY","EXT","01:26:48:02","01:27:18:00",748,1,"-0.593333333",3,"20.77777778","01:26:48:06","01:27:17:21",740,130206,-5553,0,5208.24,5237.84," Da kommt schon bald der nächste. Ganz sicher Naja, und weil ich ein Football Star war und ein Kriegsheld und eine nationale Berühmtheit und ein Shrimpkutterkapitän und einen Collegeabschluss hatte beschlossen die Stadtväter von Greenbow Alabama etwas nettes, Sie gaben mir einen sehr schönen Job. ",46,75.8125,23.7253913862042,0.169444542857143
115,"Shot",12,"WATERGATE HOTEL","NIGHT","INT","01:13:28:18","01:13:51:15",572,1,"-0.695",2,"15.88888889","01:13:28:22","01:13:51:11",564,110222,-19984,0,4408.88,4431.44,"ehm Ja Sir Sie, sie müssten mal einen Elektriker in das Büro auf der anderen Straßenseite schicken. Da sind die Lichter aus und die suchen wohl nach dem Sicherungskasten oder sowas, mit Taschenlampen und deshalb kann ich nicht einschlafen. Vielen Dank Keine Ursache Gute Nacht. ",45,22.4166666666667,7.36449009000041,0.245238171428571
201,"Shot",12,"JENNY'S GRAVE","DAY","EXT","01:53:06:24","01:53:20:18",344,1,"-0.56",1,"9.555555556","01:53:07:03","01:53:20:14",336,169678,59456,0,6787.12,6800.56,"Ich pass auf. ...dass er sich kämt und... ...sich jeden Tag die Zähne putzt. ach Und ich bring ihm Ping Pong Spielen bei.",23,126.506944444444,0.508801501819686,0.0297621428571429
63,"Shot",12,"MEMPHIS BRIDGE","NIGHT","EXT","00:34:09:16","00:34:33:09",593,1,"-0.615",2,"16.47222222","00:34:09:20","00:34:33:05",585,51245,-118433,0,2049.8,2073.2," Ja, ich weiß. ",4,33.5694444444444,3.09873886277668,0.123809628571429
20,"Shot",12,"SAVANNAH","DAY","EXT","00:12:58:14","00:13:11:02",313,1,"-0.22",2,"8.694444444","00:12:58:18","00:13:10:23",305,19468,-31777,0,778.72,790.92,"Ich Ich weiß auch nicht mehr, was ich zu meinem ersten Weihnachtsfest gekriegt habe und nichts von meinem aller ersten Picnic, aber...",22,58.7222222222222,0.446325384900242,0.0400794857142857
108,"Shot",12,"DAN'S HOTEL ROOM","NIGHT","INT","01:08:58:16","01:09:20:01",535,1,"0.11",1,"14.86111111","01:08:58:20","01:09:19:22",527,103470,84002,0,4138.8,4159.88,"haha hehehehöhö Jesus hier und Jesus da. Hab ich Jesus gefunden? ",11,24.4513888888889,2.59038017372826,0.273809485714286
56,"Shot",12,"ARMY BUS","DAY","INT","00:29:04:23","00:29:19:06",358,1,"-0.5",2,"9.944444444","00:29:05:02","00:29:19:02",350,43627,-59843,0,1745.08,1759.08," Weißt du was? Eines Tages werde ich meine eigenen Shrimps fangen. Okay",13,66.5902777777778,8.3399110944597,0.0884920285714286
195,"Shot",12,"DESERT VALLEY","DAY","EXT","01:51:36:11","01:51:49:04",318,1,"-0.67",2,"8.833333333","01:51:36:15","01:51:49:00",310,167415,123788,0,6696.6,6709,"Ich wusste nie,... ...wo.... ...der Himmel aufhörte. Und die Erde anfing. Es war wunderschön.",14,72.4305555555556,20.5879308534247,0.292857085714286
57,"Shot",12,"BARRACKS","DAY","INT","00:29:19:06","00:29:56:14",933,1,"0.44",1,"25.91666667","00:29:19:10","00:29:56:10",925,43985,-123430,0,1759.4,1796.4,"Wozu sind Sie einzig und allein in der Army? Drill Seargent Gottverdammt Gump Sie sind ein verfluchtes Genie. Das war eine hochintelligente Antwort. Sie haben wohl einen Intelligenzquotienten von 160. Sie sind eine außergewöhnliche Begabung. Private Gump Es gibt keinen besonderen Grund, aber ich hab in die Army gepasst wie der Deckel auf den Topf. Es ist gar nicht schwer. Man muss sein Bett richtig machen und immer dran denken, schön stramm zu stehen und jedes Mal antworten: Zu Befehl Drill Sergeant Ist das klar? Zu Befehl Drill Sergeant",89,55.7916666666667,8.00546688207502,0.149603257142857
159,"Shot",12,"GUMP HOUSE","NIGHT","EXT","01:31:28:23","01:31:48:07",484,1,"-0.33",3,"13.44444444","01:31:29:02","01:31:48:03",476,137227,93242,0,5489.08,5508.12,"Sie hat mir sogar das Tanzen beigebracht. Ja Wir waren wie eine Familie. ",13,43.9722222222222,6.27972297437718,0.0996031428571429
50,"Shot",12,"STOCK FOOTAGE OF ROBERT KENNDY","DAY","INT","00:27:03:10","00:27:08:03",118,1,"-0.67",1,"3.277777778","00:27:03:14","00:27:07:24",110,40589,-96638,0,1623.56,1627.96,"Das war allerdings in einer Hotelküche.",6,52.1597222222222,3.51941187141189,0.0777777714285714
188,"Shot",12,"GUMP HOUSE","DAY","EXT","01:47:54:06","01:48:32:05",949,1,"-0.335",2,"26.36111111","01:47:54:10","01:48:32:01",941,161860,121271,0,6474.4,6512.04,"Forrest Wir müssen anfangen. Hi Deine Krawatte",7,92.6527777777778,5.80617829120036,0.297618971428571
160,"Shot",12,"RIVERSIDE","NIGHT","EXT","01:31:48:07","01:32:00:14",307,1,"-0.52",3,"8.527777778","01:31:48:11","01:32:00:10",299,137711,-24149,0,5508.44,5520.4,"Das war die glücklichste Zeit in meinem Leben.",8,42.1527777777778,5.80986776889659,0.197619057142857
175,"Shot",12,"BRIDGE AT MISSISIPI RIVER","DAY","EXT","01:38:42:13","01:38:59:04",416,1,"-0.56",1,"11.55555556","01:38:42:17","01:38:59:00",408,148067,10356,0,5922.68,5939,"Laufen Sie für den Weltfrieden? Laufen Sie für die Obdachlosen? Laufen Sie für die Rechte der Frauen? Oder für die Umwelt Oder für die Tierwelt Warum tun sie das? Ich hatte einfach Lust zu laufen.",35,104.840277777778,12.4309740995423,0.274603142857143
78,"Shot",36,"VIETNAM CAMP","NIGHT","EXT","00:41:56:21","00:43:03:03",1657,1,"-0.37",3,"15.34259259","00:41:57:00","00:43:02:24",1649,62925,NA,0,2517,2582.96,"So ein Mist Es regnete sogar nachts. Na, Forrest Na, Bubba Weißt du was, ich lehn mich bei dir an und du lehnst dich dafür bei mir an. Dann brauchen wir wenigstens nicht mit dem Kopf im Schlamm zu pennen. Forrest Wir passen aufeinander auf, deswegen. Wie Brüder ist sowas. Du, Forrest Ich hab mir mal was überlegt. Ich werd dich jetzt was ganz wichtiges fragen, ja? Okay Also, ich hab das alles schon durchgerechnet. So und so viel Pfund für Diesel Fifty, fifty Und Forrest, So viel Shrimps wie du essen kannst. Das ist wirklich ne gute Idee. Bubba hatte wirklich ne gute Idee.",105,27.8032407407407,6.28007259745878,0.124480710280374
151,"Shot",36,"FOOTBALL FIELD","DAY","EXT","01:28:18:18","01:28:27:11",218,1,"-0.615",2,"2.018518519","01:28:18:22","01:28:27:07",210,132472,69547,0,5298.88,5307.28,"Und weil ich ein Zich-Millionär war... ",6,91.2638888888889,2.98826234424058,0.0568536542056075
10,"Shot",36,"SCHOOL HALLWAY","DAY","INT","00:08:20:05","00:08:27:18",188,1,"-0.22",1,"1.740740741","00:08:20:09","00:08:27:14",180,12509,-119963,0,500.36,507.56,"Wir haben ein progressives Schulsystem. ",5,82.6273148148148,0.274490544179377,0.00804783177570093
29,"Shot",36,"GREENBOW ALABAMA","DAY","EXT","00:16:58:18","00:17:06:19",201,1,"-0.67",1,"1.861111111","00:16:58:22","00:17:06:15",193,25472,12963,0,1018.88,1026.6,"Sieh mal an! Jetzt läuft er auch noch wie'n Verrückter.",10,96.4027777777778,10.4106025962691,0.126947093457944
33,"Shot",36,"GRUMP HOUSE / BEDROOM FORREST","NIGHT","INT","00:18:55:19","00:19:04:09",215,1,"-0.333333333",3,"1.990740741","00:18:55:23","00:19:04:05",207,28398,2926,0,1135.92,1144.2,"Es war ein sehr böser Hund. Na, egal",8,32.1319444444444,1.28227416137194,0.0297249065420561
74,"Shot",36,"VIETNAM JUNGLE","DAY","EXT","00:41:39:08","00:41:45:07",149,1,"-0.89",1,"1.37962963","00:41:39:12","00:41:45:03",141,62487,34089,0,2499.48,2505.12," Regen mit kleinen prasselnden Tropfen.",6,60.4884259259259,4.82405192119519,0.0681464112149533
